CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
100094839,04/24/2012,23:00:00,,,14,04/25/2012,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,987002,211305,,,,,40.746667788,-73.990069538,"(40.746667788, -73.990069538)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
100094873,01/01/2015,08:00:00,03/13/2015,14:00:00,61,03/13/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,NA,995066,158991,,UNKNOWN,U,,40.603071471,-73.961050676,"(40.603071471, -73.961050676)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
100094895,10/01/2009,00:15:00,,,44,10/04/2009,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1008231,242714,25-44,BLACK,M,,40.832844936,-73.913342415,"(40.832844936, -73.913342415)",PATROL BORO BRONX,,45-64,BLACK,F
100094921,03/12/2007,16:00:00,03/12/2007,16:05:00,81,03/12/2007,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,0,NA,,NA,1003938,190743,,,,,40.690208563,-73.929008023,"(40.690208563, -73.929008023)",PATROL BORO BKLYN NORTH,,45-64,BLACK,F
100094925,06/30/2006,20:43:00,06/30/2006,21:40:00,83,06/30/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1010230,187639,,BLACK,F,,40.681672564,-73.906331536,"(40.681672564, -73.906331536)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
100094998,10/13/2018,01:45:00,10/13/2018,01:48:00,102,10/13/2018,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,,,,1027970,191769,UNKNOWN,UNKNOWN,M,,40.69293860800008,-73.84234394599997,"(40.692938608, -73.842343946)",PATROL BORO QUEENS SOUTH,,25-44,WHITE HISPANIC,M
100095009,12/21/2019,12:14:00,12/21/2019,13:19:00,79,12/22/2019,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,303 VERNON AVENUE,429.0,1001139,192775,45-64,BLACK,M,,40.69579171600003,-73.939095905,"(40.69579171600003, -73.939095905)",PATROL BORO BKLYN NORTH,,45-64,BLACK,F
100095194,06/24/2006,17:00:00,12/27/2006,17:00:00,23,12/28/2006,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,613,997541,226681,,UNKNOWN,,,40.788861361,-73.95200411,"(40.788861361, -73.95200411)",PATROL BORO MAN NORTH,,18-24,WHITE HISPANIC,F
100095222,07/31/2015,01:50:00,07/31/2015,01:55:00,30,07/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,998810,239140,25-44,BLACK,M,,40.823055882,-73.947394395,"(40.823055882, -73.947394395)",PATROL BORO MAN NORTH,,25-44,BLACK,F
100095353,01/11/2010,21:00:00,11/01/2010,21:15:00,114,11/01/2010,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,QUEENS,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1004293,222199,,,,,40.77654673,-73.927634219,"(40.77654673, -73.927634219)",PATROL BORO QUEENS NORTH,,45-64,WHITE,M
100095429,07/31/2018,11:45:00,07/31/2018,16:30:00,67,07/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1005499,179882,,,,,40.66039395900003,-73.92341341899998,"(40.660393959, -73.923413419)",PATROL BORO BKLYN SOUTH,,UNKNOWN,UNKNOWN,M
100095820,03/03/2015,01:50:00,03/03/2015,01:55:00,44,03/03/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,NA,1008277,244774,18-24,BLACK,M,,40.838498914,-73.913168808,"(40.838498914, -73.913168808)",PATROL BORO BRONX,,45-64,WHITE,M
100095838,07/23/2008,18:25:00,,,33,07/23/2008,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1001867,247420,,BLACK,M,,40.845776524,-73.93632734,"(40.845776524, -73.93632734)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
100095906,11/20/2009,23:40:00,11/20/2009,23:45:00,102,11/21/2009,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1031120,192268,,UNKNOWN,M,,40.694292124,-73.830981372,"(40.694292124, -73.830981372)",PATROL BORO QUEENS SOUTH,,45-64,WHITE,F
100096007,03/16/2011,21:58:00,,,14,03/16/2011,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,987220,212676,,,,,40.750430768,-73.989282176,"(40.750430768, -73.989282176)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100096060,07/29/2009,17:10:00,,,14,07/29/2009,106,FELONY ASSAULT,106,ASSAULT POLICE/PEACE OFFICER,COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,986360,215716,,,,,40.758775044,-73.992385119,"(40.758775044, -73.992385119)",PATROL BORO MAN SOUTH,,25-44,WHITE HISPANIC,M
100096132,09/02/2013,04:10:00,,,9,09/02/2013,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,987184,205840,,UNKNOWN,U,,40.731667658,-73.989415087,"(40.731667658, -73.989415087)",PATROL BORO MAN SOUTH,,25-44,BLACK,M
100096181,09/23/2017,15:40:00,09/23/2017,15:40:00,32,09/23/2017,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,1000622,235883,,,,,40.814113161,-73.940855365,"(40.814113161, -73.940855365)",PATROL BORO MAN NORTH,,UNKNOWN,UNKNOWN,E
100096225,06/19/2009,15:03:00,,,25,06/19/2009,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,NA,,NA,1001575,232339,,,,4,40.804384046,-73.937421669,"(40.804384046, -73.937421669)",PATROL BORO MAN NORTH,125 STREET,,UNKNOWN,E
100096302,10/11/2013,12:00:00,10/14/2013,12:00:00,100,12/21/2013,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1041447,155013,,UNKNOWN,U,,40.591974719,-73.794056674,"(40.591974719, -73.794056674)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
100096403,10/08/2018,19:30:00,10/08/2018,19:41:00,49,10/08/2018,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,PARKSIDE,"34,805",1020547,255511,45-64,WHITE HISPANIC,M,,40.86792685200004,-73.86876742799996,"(40.867926852, -73.868767428)",PATROL BORO BRONX,,25-44,BLACK,F
100096535,07/31/2018,15:01:00,08/01/2018,22:00:00,34,08/07/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1004176,253201,,,,,40.86163873700008,-73.92796461199998,"(40.861638737, -73.927964612)",PATROL BORO MAN NORTH,,25-44,WHITE,F
100096688,07/05/2008,18:30:00,07/05/2008,19:30:00,46,07/06/2008,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,INSIDE,GYM/FITNESS FACILITY,N.Y. POLICE DEPT,0,NA,,NA,1012314,252560,,,,,40.859857267,-73.898546671,"(40.859857267, -73.898546671)",PATROL BORO BRONX,,25-44,BLACK HISPANIC,F
100096761,12/17/2007,08:10:00,,,61,12/17/2007,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,998517,161668,,,,,40.610414405,-73.948617224,"(40.610414405, -73.948617224)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
100096903,04/05/2019,11:50:00,,,33,04/05/2019,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,WASHINGTON HEIGHTS REHAB PHASE III,45388.0,1001242,244432,,,,,40.83757656100005,-73.93859388099996,"(40.83757656100005, -73.93859388099996)",PATROL BORO MAN NORTH,,UNKNOWN,UNKNOWN,D
100096971,03/07/2009,07:30:00,03/07/2009,08:00:00,105,03/07/2009,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1060036,179510,45-64,BLACK,M,,40.65907408,-73.726850056,"(40.65907408, -73.726850056)",PATROL BORO QUEENS SOUTH,,45-64,BLACK,F
100097340,06/04/2010,17:00:00,,,34,06/07/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1003718,252533,25-44,BLACK HISPANIC,F,,40.8598063,-73.929622321,"(40.8598063, -73.929622321)",PATROL BORO MAN NORTH,,45-64,BLACK HISPANIC,F
100097747,07/18/2018,09:25:00,07/18/2018,09:30:00,62,07/18/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,982558,157432,,,,,40.59879876900004,-74.00609430799993,"(40.598798769, -74.006094308)",PATROL BORO BKLYN SOUTH,,25-44,AMERICAN INDIAN/ALASKAN NATIVE,F
100097796,12/25/2007,16:00:00,,,32,12/26/2007,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,999126,235493,,,,,40.813045365,-73.946260732,"(40.813045365, -73.946260732)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
100097861,05/30/2014,18:00:00,05/30/2014,18:06:00,75,05/30/2014,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1012752,177879,,BLACK,M,,40.654875791,-73.897279831,"(40.654875791, -73.897279831)",PATROL BORO BKLYN NORTH,,45-64,BLACK,M
100097870,02/28/2017,13:26:00,02/28/2017,17:43:00,71,02/28/2017,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,997453,181126,UNKNOWN,UNKNOWN,M,,40.663824117,-73.952411269,"(40.663824117, -73.952411269)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
100097877,04/27/2006,16:10:00,04/27/2006,16:10:00,90,04/27/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,NA,,NA,,,,,,33,,,,PATROL BORO BKLYN NORTH,MORGAN AVENUE,<18,WHITE HISPANIC,F
100098109,12/07/2007,22:00:00,12/08/2007,06:15:00,78,12/08/2007,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,BROOKLYN,INSIDE,PUBLIC BUILDING,N.Y. POLICE DEPT,0,NA,,NA,991301,182401,,UNKNOWN,,,40.667330746,-73.9745848,"(40.667330746, -73.9745848)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
100098151,06/07/2019,01:00:00,06/07/2019,21:47:00,47,06/08/2019,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,1026486,262591,UNKNOWN,BLACK,M,,40.88733281800006,-73.84725001299995,"(40.88733281800006, -73.84725001299995)",PATROL BORO BRONX,,45-64,BLACK,M
100098272,10/18/2017,10:00:00,10/18/2017,15:30:00,24,10/18/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,DOUGLASS,696,994199,229871,UNKNOWN,UNKNOWN,U,,40.797621444,-73.964068235,"(40.797621444, -73.964068235)",PATROL BORO MAN NORTH,,45-64,ASIAN / PACIFIC ISLANDER,F
100098455,12/18/2014,22:05:00,12/18/2014,22:05:00,43,12/18/2014,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,NA,1022678,243888,,,,,40.836016182,-73.8611293,"(40.836016182, -73.8611293)",PATROL BORO BRONX,,,UNKNOWN,D
100098694,04/06/2007,01:30:00,04/06/2007,01:45:00,69,04/06/2007,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1012756,173183,,,,,40.641986283,-73.89728526,"(40.641986283, -73.89728526)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
100098800,05/31/2020,20:45:00,05/31/2020,20:55:00,101,05/31/2020,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,,1050624,157667,UNKNOWN,BLACK,U,,40.59919541800008,-73.76098784599996,"(40.59919541800008, -73.76098784599996)",PATROL BORO QUEENS SOUTH,,25-44,UNKNOWN,M
100098892,04/28/2010,09:00:00,,,43,04/28/2010,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1021548,242096,25-44,WHITE HISPANIC,M,,40.831102508,-73.865222882,"(40.831102508, -73.865222882)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
100099054,08/13/2012,11:45:00,08/13/2012,12:00:00,60,08/13/2012,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,996266,151065,,UNKNOWN,U,,40.581314644,-73.956743311,"(40.581314644, -73.956743311)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
100099458,03/13/2017,16:15:00,03/13/2017,16:15:00,14,03/13/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,NA,987220,212676,25-44,WHITE HISPANIC,M,,40.750430768,-73.989282176,"(40.750430768, -73.989282176)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,D
100099550,05/01/2019,20:08:00,,,49,05/01/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,,1020929,254201,25-44,BLACK,M,,40.86432972400007,-73.86739345499996,"(40.86432972400007, -73.86739345499996)",PATROL BORO BRONX,,UNKNOWN,UNKNOWN,D
100099583,05/15/2020,14:35:00,05/15/2020,14:44:00,76,05/15/2020,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,,,984166,188346,25-44,BLACK,M,,40.683651241000064,-74.00030431199998,"(40.683651241000064, -74.00030431199998)",PATROL BORO BKLYN SOUTH,,UNKNOWN,UNKNOWN,D
100099711,12/23/2006,13:00:00,12/23/2006,13:10:00,120,12/28/2006,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",ATTEMPTED,FELONY,STATEN ISLAND,INSIDE,JEWELRY,N.Y. POLICE DEPT,0,NA,,NA,946783,170902,,WHITE HISPANIC,F,,40.635692049,-74.134994245,"(40.635692049, -74.134994245)",PATROL BORO STATEN ISLAND,,45-64,WHITE HISPANIC,F
100099766,05/07/2018,19:45:00,05/07/2018,19:50:00,121,05/07/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,,938676,153149,45-64,WHITE,M,,40.58692579000007,-74.16408371599994,"(40.58692579, -74.164083716)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,D
100099796,04/04/2010,00:20:00,04/04/2010,00:34:00,52,04/04/2010,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1013947,254987,,,,,40.866513303,-73.892632428,"(40.866513303, -73.892632428)",PATROL BORO BRONX,,,UNKNOWN,E
100099877,07/08/2020,16:15:00,07/08/2020,16:20:00,69,07/08/2020,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,1016530,173020,18-24,BLACK,F,,40.641525933000025,-73.88368713299997,"(40.641525933000025, -73.88368713299997)",PATROL BORO BKLYN SOUTH,,45-64,BLACK,M
100099957,04/14/2020,17:00:00,04/15/2020,22:00:00,40,04/16/2020,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1010360,235026,UNKNOWN,BLACK,M,,40.81173752400008,-73.90567886499997,"(40.81173752400008, -73.90567886499997)",PATROL BORO BRONX,,25-44,BLACK,M
100100011,01/19/2013,21:06:00,01/19/2013,22:40:00,122,01/21/2013,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DOCTOR/DENTIST OFFICE,N.Y. POLICE DEPT,0,NA,,NA,939133,157366,,,,,40.598502929,-74.16246652,"(40.598502929, -74.16246652)",PATROL BORO STATEN ISLAND,,,UNKNOWN,D
100100126,02/18/2013,22:10:00,,,68,02/18/2013,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,977256,166335,,WHITE,M,,40.623233078,-74.025195961,"(40.623233078, -74.025195961)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
100100255,10/16/2006,18:00:00,10/16/2006,18:00:00,108,10/23/2006,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006360,209012,,,,,40.740346867,-73.920214481,"(40.740346867, -73.920214481)",PATROL BORO QUEENS NORTH,,25-44,ASIAN / PACIFIC ISLANDER,F
100100416,02/21/2013,21:30:00,02/21/2013,21:35:00,71,02/21/2013,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,997520,180274,<18,BLACK,M,,40.661485466,-73.952171445,"(40.661485466, -73.952171445)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,F
100100736,12/24/2020,10:30:00,12/24/2020,14:40:00,42,12/24/2020,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1011586,242653,UNKNOWN,BLACK,M,,40.83266776300008,-73.90121886299994,"(40.83266776300008, -73.90121886299994)",PATROL BORO BRONX,,45-64,BLACK,M
100100842,03/08/2010,21:45:00,,,28,03/08/2010,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,GYM/FITNESS FACILITY,N.Y. POLICE DEPT,0,NA,,NA,999393,233707,,,,,40.808142838,-73.945300203,"(40.808142838, -73.945300203)",PATROL BORO MAN NORTH,,25-44,WHITE,M
100100874,12/24/2007,14:15:00,12/24/2007,14:30:00,48,12/24/2007,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1011779,246746,,WHITE HISPANIC,M,,40.843901255,-73.900504632,"(40.843901255, -73.900504632)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M
100100914,09/23/2007,04:00:00,09/24/2007,17:20:00,45,09/24/2007,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1029813,244768,,UNKNOWN,M,,40.838397595,-73.83533872,"(40.838397595, -73.83533872)",PATROL BORO BRONX,,45-64,WHITE,M
100100966,07/03/2012,13:35:00,,,47,07/03/2012,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1028469,267422,,,,,40.900582645,-73.840046373,"(40.900582645, -73.840046373)",PATROL BORO BRONX,,,UNKNOWN,E
100101101,10/28/2012,23:25:00,,,122,10/29/2012,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,963913,154379,,,,,40.590395725,-74.073225494,"(40.590395725, -74.073225494)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F
100101128,11/14/2020,17:50:00,11/14/2020,17:55:00,81,11/14/2020,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,,1005749,187601,25-44,BLACK,M,,40.68158027900005,-73.92248772399995,"(40.68158027900005, -73.92248772399995)",PATROL BORO BKLYN NORTH,,45-64,WHITE HISPANIC,M
100101248,02/22/2012,13:30:00,02/22/2012,14:00:00,123,02/22/2012,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,926029,138052,18-24,WHITE,M,,40.545413518,-74.209487178,"(40.545413518, -74.209487178)",PATROL BORO STATEN ISLAND,,18-24,WHITE,F
100101401,11/18/2016,13:37:00,,,19,11/18/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,993569,217891,25-44,WHITE HISPANIC,F,,40.764740202,-73.966360247,"(40.764740202, -73.966360247)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
100101418,01/14/2020,10:00:00,01/14/2020,10:05:00,73,01/14/2020,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,,,1006452,183195,UNKNOWN,UNKNOWN,M,,40.669485070000064,-73.91996760299998,"(40.669485070000064, -73.91996760299998)",PATROL BORO BKLYN NORTH,,25-44,UNKNOWN,M
100101600,10/21/2010,03:00:00,10/21/2010,22:30:00,100,10/21/2010,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1041478,156149,,UNKNOWN,U,,40.595092602,-73.793935433,"(40.595092602, -73.793935433)",PATROL BORO QUEENS SOUTH,,18-24,BLACK,M
